Date,Year,Month,Season,City,State,Country,Latitude,Longitude,Temperature_C,Temp_Max_C,Temp_Min_C,Feels_Like_C,Humidity_Pct,Humidity_Max_Pct,Humidity_Min_Pct,Precipitation_mm,Rainfall_mm,Wind_Speed_kmh,Wind_Direction_Deg,Weather_Code,Weather_Condition,Battery_Impact_Score
2021-08-21,2021,8,Summer,New York,NY,US,40.71,-74.01,24.8,27.3,22.2,28.7,83.5,97,70,1.2,1.2,15.6,115,53,Moderate Drizzle,0.0
2021-08-22,2021,8,Summer,New York,NY,US,40.71,-74.01,23.2,23.8,22.5,26.3,95.5,99,92,67.3,67.3,19.5,296,65,Heavy Rain,0.15
2021-08-23,2021,8,Summer,New York,NY,US,40.71,-74.01,24.7,28.8,22.1,27.1,83.0,98,68,35.1,35.1,28.8,231,65,Heavy Rain,0.05
2021-08-24,2021,8,Summer,New York,NY,US,40.71,-74.01,26.1,31.1,22.0,29.3,72.0,95,49,0.0,0.0,14.2,294,1,Mainly Clear,0.0
2021-08-25,2021,8,Summer,New York,NY,US,40.71,-74.01,26.0,31.5,20.3,29.7,72.0,92,52,0.0,0.0,10.0,273,3,Overcast,0.0
2021-08-26,2021,8,Summer,New York,NY,US,40.71,-74.01,27.0,32.1,22.8,31.5,75.0,91,59,0.1,0.1,16.2,225,51,Light Drizzle,0.0
2021-08-27,2021,8,Summer,New York,NY,US,40.71,-74.01,27.4,32.6,23.7,32.4,75.5,97,54,1.6,1.6,10.0,301,53,Moderate Drizzle,0.0
2021-08-28,2021,8,Summer,New York,NY,US,40.71,-74.01,23.1,26.1,20.3,24.7,86.0,97,75,3.3,3.3,24.8,63,53,Moderate Drizzle,0.0
2021-08-29,2021,8,Summer,New York,NY,US,40.71,-74.01,22.0,24.7,19.4,24.3,88.0,97,79,2.0,2.0,13.8,87,53,Moderate Drizzle,0.0
2021-08-30,2021,8,Summer,New York,NY,US,40.71,-74.01,24.8,28.9,21.8,28.6,84.0,98,70,5.2,5.2,16.1,232,63,Moderate Rain,0.0
2021-08-31,2021,8,Summer,New York,NY,US,40.71,-74.01,24.8,29.0,21.4,27.6,73.0,97,49,0.0,0.0,16.8,303,3,Overcast,0.0
2021-09-01,2021,9,Fall,New York,NY,US,40.71,-74.01,21.6,23.4,18.5,23.1,85.0,98,72,111.5,111.5,45.2,41,65,Heavy Rain,0.15
2021-09-02,2021,9,Fall,New York,NY,US,40.71,-74.01,19.6,24.6,15.4,17.5,66.5,93,40,22.4,22.4,41.9,344,65,Heavy Rain,0.05
2021-09-03,2021,9,Fall,New York,NY,US,40.71,-74.01,18.4,22.1,14.4,17.6,69.5,85,54,0.0,0.0,15.3,322,3,Overcast,0.0
2021-09-04,2021,9,Fall,New York,NY,US,40.71,-74.01,19.8,25.2,15.0,20.2,69.5,92,47,0.0,0.0,15.9,282,3,Overcast,0.0
2021-09-05,2021,9,Fall,New York,NY,US,40.71,-74.01,21.0,24.7,17.1,22.3,82.0,93,71,1.2,1.2,15.5,204,53,Moderate Drizzle,0.0
2021-09-06,2021,9,Fall,New York,NY,US,40.71,-74.01,22.7,27.2,19.3,23.9,71.5,98,45,0.0,0.0,20.2,271,3,Overcast,0.0
2021-09-07,2021,9,Fall,New York,NY,US,40.71,-74.01,20.9,26.2,15.6,21.6,69.5,95,44,0.0,0.0,13.3,262,1,Mainly Clear,0.0
2021-09-08,2021,9,Fall,New York,NY,US,40.71,-74.01,23.4,26.7,20.0,24.2,75.5,86,65,0.6,0.6,26.3,187,51,Light Drizzle,0.0
2021-09-09,2021,9,Fall,New York,NY,US,40.71,-74.01,21.3,23.0,20.0,23.9,91.5,98,85,19.4,19.4,18.5,267,63,Moderate Rain,0.05
2021-09-10,2021,9,Fall,New York,NY,US,40.71,-74.01,19.7,23.2,16.3,18.3,66.0,89,43,0.0,0.0,25.3,315,3,Overcast,0.0
2021-09-11,2021,9,Fall,New York,NY,US,40.71,-74.01,19.3,25.0,13.5,19.0,65.5,90,41,0.0,0.0,16.5,246,3,Overcast,0.0
2021-09-12,2021,9,Fall,New York,NY,US,40.71,-74.01,23.1,29.2,18.6,23.1,67.0,83,51,0.0,0.0,25.2,233,2,Partly Cloudy,0.0
2021-09-13,2021,9,Fall,New York,NY,US,40.71,-74.01,25.1,29.3,21.9,26.7,73.5,92,55,1.6,1.6,21.3,275,53,Moderate Drizzle,0.0
2021-09-14,2021,9,Fall,New York,NY,US,40.71,-74.01,22.2,25.9,19.5,24.2,78.0,97,59,0.1,0.1,18.8,136,51,Light Drizzle,0.0
2021-09-15,2021,9,Fall,New York,NY,US,40.71,-74.01,24.9,30.1,20.9,27.1,76.5,97,56,0.8,0.8,23.1,193,53,Moderate Drizzle,0.0
2021-09-16,2021,9,Fall,New York,NY,US,40.71,-74.01,21.7,24.2,19.5,23.1,83.5,98,69,4.0,4.0,20.9,37,55,Heavy Drizzle,0.0
2021-09-17,2021,9,Fall,New York,NY,US,40.71,-74.01,21.9,23.9,20.4,23.6,89.0,98,80,1.6,1.6,20.5,53,51,Light Drizzle,0.0
2021-09-18,2021,9,Fall,New York,NY,US,40.71,-74.01,23.2,27.5,19.5,25.6,80.0,99,61,0.4,0.4,15.3,350,51,Light Drizzle,0.0
2021-09-19,2021,9,Fall,New York,NY,US,40.71,-74.01,20.6,23.8,17.1,20.2,66.5,87,46,0.0,0.0,18.8,1,2,Partly Cloudy,0.0
2021-09-20,2021,9,Fall,New York,NY,US,40.71,-74.01,18.9,22.9,15.3,19.4,78.5,95,62,0.3,0.3,17.1,114,51,Light Drizzle,0.0
2021-09-21,2021,9,Fall,New York,NY,US,40.71,-74.01,20.3,23.3,17.0,21.1,79.0,94,64,0.1,0.1,16.0,109,51,Light Drizzle,0.0
2021-09-22,2021,9,Fall,New York,NY,US,40.71,-74.01,22.8,25.3,19.9,24.6,88.5,99,78,4.9,4.9,30.1,154,61,Light Rain,0.0
2021-09-23,2021,9,Fall,New York,NY,US,40.71,-74.01,23.2,26.3,17.9,23.3,85.0,98,72,18.4,18.4,40.9,156,63,Moderate Rain,0.05
2021-09-24,2021,9,Fall,New York,NY,US,40.71,-74.01,18.8,22.6,15.7,18.6,68.5,94,43,26.2,26.2,15.5,276,63,Moderate Rain,0.05
2021-09-25,2021,9,Fall,New York,NY,US,40.71,-74.01,18.4,22.9,14.1,18.9,71.5,92,51,0.0,0.0,7.7,330,3,Overcast,0.0
2021-09-26,2021,9,Fall,New York,NY,US,40.71,-74.01,18.3,21.6,15.8,16.3,62.0,84,40,0.0,0.0,24.3,295,3,Overcast,0.0
2021-09-27,2021,9,Fall,New York,NY,US,40.71,-74.01,20.0,26.2,14.9,17.9,56.0,70,42,0.0,0.0,25.5,234,3,Overcast,0.0
2021-09-28,2021,9,Fall,New York,NY,US,40.71,-74.01,19.8,22.7,16.7,19.6,75.0,88,62,15.3,15.3,19.4,264,63,Moderate Rain,0.05
2021-09-29,2021,9,Fall,New York,NY,US,40.71,-74.01,15.9,20.4,11.7,13.4,59.0,78,40,0.1,0.1,22.2,331,51,Light Drizzle,0.0
2021-09-30,2021,9,Fall,New York,NY,US,40.71,-74.01,15.6,19.2,13.4,13.6,61.5,82,41,0.0,0.0,20.7,330,3,Overcast,0.0
2021-10-01,2021,10,Fall,New York,NY,US,40.71,-74.01,14.5,19.7,9.9,12.8,65.0,88,42,0.0,0.0,12.6,304,1,Mainly Clear,0.0
2021-10-02,2021,10,Fall,New York,NY,US,40.71,-74.01,16.7,24.1,11.0,15.7,68.0,92,44,0.0,0.0,17.7,253,3,Overcast,0.0
2021-10-03,2021,10,Fall,New York,NY,US,40.71,-74.01,19.1,26.2,13.1,19.7,72.0,96,48,0.0,0.0,13.6,219,3,Overcast,0.0
2021-10-04,2021,10,Fall,New York,NY,US,40.71,-74.01,19.6,21.4,16.9,21.1,90.5,99,82,22.8,22.8,19.2,57,63,Moderate Rain,0.05
2021-10-05,2021,10,Fall,New York,NY,US,40.71,-74.01,17.2,20.2,15.4,17.2,84.0,94,74,0.0,0.0,15.9,42,3,Overcast,0.0
2021-10-06,2021,10,Fall,New York,NY,US,40.71,-74.01,18.0,20.6,16.3,19.2,83.5,95,72,0.0,0.0,6.9,30,3,Overcast,0.0
2021-10-07,2021,10,Fall,New York,NY,US,40.71,-74.01,18.8,22.6,16.3,20.4,81.5,98,65,0.4,0.4,11.0,201,51,Light Drizzle,0.0
2021-10-08,2021,10,Fall,New York,NY,US,40.71,-74.01,18.7,24.1,14.2,19.8,77.5,97,58,0.0,0.0,12.6,97,3,Overcast,0.0
2021-10-09,2021,10,Fall,New York,NY,US,40.71,-74.01,17.7,20.5,15.5,16.4,77.0,93,61,0.4,0.4,22.3,69,51,Light Drizzle,0.0
2021-10-10,2021,10,Fall,New York,NY,US,40.71,-74.01,17.6,19.1,16.7,16.3,86.0,91,81,2.8,2.8,28.1,48,53,Moderate Drizzle,0.0
2021-10-11,2021,10,Fall,New York,NY,US,40.71,-74.01,18.4,21.7,16.6,17.4,80.5,95,66,0.0,0.0,27.8,38,3,Overcast,0.0
2021-10-12,2021,10,Fall,New York,NY,US,40.71,-74.01,17.8,21.7,15.6,18.4,80.0,97,63,0.0,0.0,12.8,79,3,Overcast,0.0
2021-10-13,2021,10,Fall,New York,NY,US,40.71,-74.01,18.2,21.9,15.2,19.5,85.5,100,71,0.1,0.1,12.9,196,51,Light Drizzle,0.0
2021-10-14,2021,10,Fall,New York,NY,US,40.71,-74.01,19.5,25.2,15.5,20.0,73.0,96,50,0.0,0.0,16.8,329,3,Overcast,0.0
2021-10-15,2021,10,Fall,New York,NY,US,40.71,-74.01,19.8,25.2,15.1,20.5,75.0,93,57,0.0,0.0,18.5,180,3,Overcast,0.0
2021-10-16,2021,10,Fall,New York,NY,US,40.71,-74.01,20.3,24.8,15.3,20.2,78.0,91,65,17.8,17.8,27.9,195,63,Moderate Rain,0.05
2021-10-17,2021,10,Fall,New York,NY,US,40.71,-74.01,14.1,17.6,11.4,10.9,64.0,85,43,0.2,0.2,24.5,293,51,Light Drizzle,0.0
2021-10-18,2021,10,Fall,New York,NY,US,40.71,-74.01,12.2,16.2,9.3,7.7,57.5,76,39,0.0,0.0,33.5,296,2,Partly Cloudy,0.0
2021-10-19,2021,10,Fall,New York,NY,US,40.71,-74.01,13.6,19.3,8.5,9.8,57.0,75,39,0.0,0.0,24.9,272,0,Clear Sky,0.0
2021-10-20,2021,10,Fall,New York,NY,US,40.71,-74.01,18.1,24.5,13.9,15.6,53.0,67,39,0.0,0.0,21.1,272,3,Overcast,0.0
2021-10-21,2021,10,Fall,New York,NY,US,40.71,-74.01,17.3,23.3,12.0,16.2,66.5,88,45,0.0,0.0,17.8,208,3,Overcast,0.0
2021-10-22,2021,10,Fall,New York,NY,US,40.71,-74.01,17.6,20.5,14.5,16.1,69.0,87,51,0.0,0.0,17.9,266,3,Overcast,0.0
2021-10-23,2021,10,Fall,New York,NY,US,40.71,-74.01,13.1,16.4,10.8,10.9,66.5,82,51,0.4,0.4,14.9,329,51,Light Drizzle,0.0
2021-10-24,2021,10,Fall,New York,NY,US,40.71,-74.01,12.1,15.7,7.5,10.3,72.0,93,51,0.7,0.7,13.0,244,53,Moderate Drizzle,0.0
2021-10-25,2021,10,Fall,New York,NY,US,40.71,-74.01,18.6,23.4,14.1,18.8,82.5,97,68,10.9,10.9,20.1,176,63,Moderate Rain,0.05
2021-10-26,2021,10,Fall,New York,NY,US,40.71,-74.01,15.9,17.3,13.9,14.7,85.0,98,72,78.8,78.8,31.3,89,65,Heavy Rain,0.15
2021-10-27,2021,10,Fall,New York,NY,US,40.71,-74.01,14.1,16.4,12.3,9.8,75.5,93,58,6.8,6.8,36.5,359,61,Light Rain,0.0
2021-10-28,2021,10,Fall,New York,NY,US,40.71,-74.01,11.7,15.3,8.3,9.5,74.0,87,61,0.0,0.0,20.2,27,3,Overcast,0.0
2021-10-29,2021,10,Fall,New York,NY,US,40.71,-74.01,11.7,14.4,9.0,7.7,77.0,92,62,9.3,9.3,38.0,77,63,Moderate Rain,0.0
2021-10-30,2021,10,Fall,New York,NY,US,40.71,-74.01,15.7,18.0,12.6,14.0,83.5,97,70,6.7,6.7,40.9,118,61,Light Rain,0.0
2021-10-31,2021,10,Fall,New York,NY,US,40.71,-74.01,14.8,18.5,12.6,13.1,77.5,98,57,5.9,5.9,22.1,266,63,Moderate Rain,0.0
2021-11-01,2021,11,Fall,New York,NY,US,40.71,-74.01,11.9,14.8,8.1,8.7,63.5,84,43,0.0,0.0,21.9,279,3,Overcast,0.0
2021-11-02,2021,11,Fall,New York,NY,US,40.71,-74.01,9.5,11.6,7.3,6.8,70.0,91,49,0.7,0.7,14.6,271,51,Light Drizzle,0.0
2021-11-03,2021,11,Fall,New York,NY,US,40.71,-74.01,7.1,11.1,3.7,3.7,65.5,91,40,0.1,0.1,17.1,304,51,Light Drizzle,0.0
2021-11-04,2021,11,Fall,New York,NY,US,40.71,-74.01,6.6,10.0,2.9,3.6,66.5,94,39,0.0,0.0,10.3,14,3,Overcast,0.0
2021-11-05,2021,11,Fall,New York,NY,US,40.71,-74.01,6.6,10.9,3.5,3.1,65.0,91,39,0.0,0.0,15.5,1,0,Clear Sky,0.0
2021-11-06,2021,11,Fall,New York,NY,US,40.71,-74.01,7.0,10.7,3.2,4.1,69.5,92,47,0.0,0.0,9.5,41,0,Clear Sky,0.0
2021-11-07,2021,11,Fall,New York,NY,US,40.71,-74.01,7.1,12.1,2.9,4.3,71.0,96,46,0.0,0.0,11.2,359,3,Overcast,0.0
2021-11-08,2021,11,Fall,New York,NY,US,40.71,-74.01,10.9,16.8,6.8,7.6,69.5,88,51,0.0,0.0,19.2,356,3,Overcast,0.0
2021-11-09,2021,11,Fall,New York,NY,US,40.71,-74.01,11.8,19.7,6.1,10.1,73.5,96,51,0.0,0.0,10.1,281,3,Overcast,0.0
2021-11-10,2021,11,Fall,New York,NY,US,40.71,-74.01,12.7,17.5,7.9,10.2,69.0,92,46,0.4,0.4,22.5,319,51,Light Drizzle,0.0
2021-11-11,2021,11,Fall,New York,NY,US,40.71,-74.01,10.2,15.3,4.2,7.5,71.5,88,55,0.4,0.4,25.1,85,51,Light Drizzle,0.0
2021-11-12,2021,11,Fall,New York,NY,US,40.71,-74.01,15.4,18.7,8.9,12.8,78.0,95,61,16.1,16.1,40.7,174,63,Moderate Rain,0.05
2021-11-13,2021,11,Fall,New York,NY,US,40.71,-74.01,9.3,16.3,5.1,5.5,74.0,93,55,3.8,3.8,37.8,234,63,Moderate Rain,0.0
2021-11-14,2021,11,Fall,New York,NY,US,40.71,-74.01,6.2,8.6,3.1,1.8,68.5,82,55,0.7,0.7,20.7,232,53,Moderate Drizzle,0.0
2021-11-15,2021,11,Fall,New York,NY,US,40.71,-74.01,5.7,8.9,2.2,1.3,72.5,95,50,1.1,1.1,31.0,268,53,Moderate Drizzle,0.0
2021-11-16,2021,11,Fall,New York,NY,US,40.71,-74.01,5.4,9.8,2.1,0.8,59.5,79,40,0.0,0.0,21.3,274,3,Overcast,0.0
2021-11-17,2021,11,Fall,New York,NY,US,40.71,-74.01,7.5,12.5,0.6,4.7,74.5,93,56,0.0,0.0,21.6,171,3,Overcast,0.0
2021-11-18,2021,11,Fall,New York,NY,US,40.71,-74.01,13.6,19.2,9.7,11.3,76.0,93,59,2.6,2.6,24.0,224,61,Light Rain,0.0
2021-11-19,2021,11,Fall,New York,NY,US,40.71,-74.01,7.0,10.0,3.9,1.8,62.0,90,34,3.0,3.0,29.8,296,55,Heavy Drizzle,0.0
2021-11-20,2021,11,Fall,New York,NY,US,40.71,-74.01,4.4,6.9,0.4,0.9,68.5,86,51,0.0,0.0,15.5,218,3,Overcast,0.0
2021-11-21,2021,11,Fall,New York,NY,US,40.71,-74.01,8.4,12.1,5.0,5.9,76.0,96,56,0.7,0.7,20.5,202,53,Moderate Drizzle,0.0
2021-11-22,2021,11,Fall,New York,NY,US,40.71,-74.01,8.6,11.5,2.7,5.1,68.5,94,43,1.4,1.4,23.5,287,51,Light Drizzle,0.0
2021-11-23,2021,11,Fall,New York,NY,US,40.71,-74.01,2.4,5.7,-0.2,-3.5,51.5,68,35,0.5,0.1,28.6,319,73,Moderate Snow,0.0
2021-11-24,2021,11,Fall,New York,NY,US,40.71,-74.01,2.4,7.3,-1.4,-2.4,55.5,73,38,0.0,0.0,18.2,306,3,Overcast,0.0
2021-11-25,2021,11,Fall,New York,NY,US,40.71,-74.01,6.1,11.5,1.3,2.7,66.5,85,48,0.0,0.0,11.8,240,3,Overcast,0.0
2021-11-26,2021,11,Fall,New York,NY,US,40.71,-74.01,6.0,7.7,1.9,1.5,71.0,96,46,8.4,8.4,29.7,279,61,Light Rain,0.0
2021-11-27,2021,11,Fall,New York,NY,US,40.71,-74.01,2.3,4.8,0.7,-3.7,51.0,60,42,0.0,0.0,30.4,294,3,Overcast,0.0
2021-11-28,2021,11,Fall,New York,NY,US,40.71,-74.01,2.3,4.7,0.5,-0.9,74.0,94,54,2.0,0.0,10.9,207,73,Moderate Snow,0.0
2021-11-29,2021,11,Fall,New York,NY,US,40.71,-74.01,3.1,6.1,-0.5,-1.3,66.5,85,48,0.3,0.3,21.6,312,51,Light Drizzle,0.0
2021-11-30,2021,11,Fall,New York,NY,US,40.71,-74.01,1.4,5.0,-2.4,-2.5,70.5,87,54,0.2,0.2,19.0,247,51,Light Drizzle,0.0
2021-12-01,2021,12,Winter,New York,NY,US,40.71,-74.01,4.5,8.8,1.3,0.5,66.5,86,47,0.1,0.1,16.6,253,51,Light Drizzle,0.0
2021-12-02,2021,12,Winter,New York,NY,US,40.71,-74.01,10.2,13.8,5.9,6.8,77.5,95,60,2.1,2.1,28.1,217,53,Moderate Drizzle,0.0
2021-12-03,2021,12,Winter,New York,NY,US,40.71,-74.01,5.7,9.6,1.3,0.6,57.0,72,42,0.0,0.0,27.7,301,3,Overcast,0.0
2021-12-04,2021,12,Winter,New York,NY,US,40.71,-74.01,4.5,8.6,0.6,1.1,68.5,81,56,0.0,0.0,13.7,228,3,Overcast,0.0
2021-12-05,2021,12,Winter,New York,NY,US,40.71,-74.01,4.5,7.8,0.2,0.9,64.0,85,43,0.0,0.0,15.2,339,3,Overcast,0.0
2021-12-06,2021,12,Winter,New York,NY,US,40.71,-74.01,12.4,16.5,8.6,9.1,83.5,99,68,5.5,5.5,36.0,201,61,Light Rain,0.0
2021-12-07,2021,12,Winter,New York,NY,US,40.71,-74.01,3.7,9.0,1.0,-1.0,53.5,67,40,0.1,0.1,28.3,283,51,Light Drizzle,0.0
2021-12-08,2021,12,Winter,New York,NY,US,40.71,-74.01,2.8,5.0,0.7,-0.3,74.0,81,67,0.5,0.5,14.7,351,51,Light Drizzle,0.0
2021-12-09,2021,12,Winter,New York,NY,US,40.71,-74.01,1.4,3.9,-1.7,-3.2,62.0,79,45,0.0,0.0,19.7,293,3,Overcast,0.0
2021-12-10,2021,12,Winter,New York,NY,US,40.71,-74.01,5.4,8.7,1.9,2.3,71.0,85,57,0.0,0.0,10.7,187,3,Overcast,0.0
2021-12-11,2021,12,Winter,New York,NY,US,40.71,-74.01,12.2,17.6,5.2,9.7,89.5,100,79,6.0,6.0,35.7,208,63,Moderate Rain,0.0
2021-12-12,2021,12,Winter,New York,NY,US,40.71,-74.01,6.9,12.9,3.6,1.4,54.0,73,35,0.9,0.9,34.2,285,53,Moderate Drizzle,0.0
2021-12-13,2021,12,Winter,New York,NY,US,40.71,-74.01,5.7,10.5,2.2,0.6,51.5,62,41,0.0,0.0,20.1,243,3,Overcast,0.0
2021-12-14,2021,12,Winter,New York,NY,US,40.71,-74.01,6.1,10.7,2.4,2.0,57.0,70,44,0.0,0.0,18.9,323,3,Overcast,0.0
2021-12-15,2021,12,Winter,New York,NY,US,40.71,-74.01,6.2,10.5,1.6,2.9,79.5,98,61,1.0,1.0,22.9,104,51,Light Drizzle,0.0
2021-12-16,2021,12,Winter,New York,NY,US,40.71,-74.01,11.9,14.8,10.1,8.4,76.5,97,56,0.0,0.0,24.1,224,3,Overcast,0.0
2021-12-17,2021,12,Winter,New York,NY,US,40.71,-74.01,11.7,14.4,6.3,7.9,55.0,75,35,0.0,0.0,22.0,261,3,Overcast,0.0
2021-12-18,2021,12,Winter,New York,NY,US,40.71,-74.01,5.7,7.0,4.7,2.7,73.5,99,48,3.7,3.7,12.7,37,61,Light Rain,0.0
2021-12-19,2021,12,Winter,New York,NY,US,40.71,-74.01,3.9,7.5,-1.4,-1.2,71.5,98,45,0.4,0.4,27.6,327,51,Light Drizzle,0.0
2021-12-20,2021,12,Winter,New York,NY,US,40.71,-74.01,-1.1,2.0,-4.3,-5.6,59.5,70,49,0.0,0.0,17.9,295,2,Partly Cloudy,0.0147
2021-12-21,2021,12,Winter,New York,NY,US,40.71,-74.01,1.5,5.8,-2.0,-2.1,71.5,88,55,0.1,0.1,13.8,238,51,Light Drizzle,0.0
2021-12-22,2021,12,Winter,New York,NY,US,40.71,-74.01,4.4,8.3,0.3,-0.3,70.0,98,42,4.1,4.1,26.7,314,61,Light Rain,0.0
2021-12-23,2021,12,Winter,New York,NY,US,40.71,-74.01,0.2,2.5,-2.1,-4.7,58.5,73,44,0.0,0.0,19.6,299,3,Overcast,0.0
2021-12-24,2021,12,Winter,New York,NY,US,40.71,-74.01,1.6,6.0,-1.4,-1.8,81.0,99,63,2.0,0.0,14.8,57,75,Heavy Snow,0.0
2021-12-25,2021,12,Winter,New York,NY,US,40.71,-74.01,5.6,9.2,0.7,3.1,95.0,99,91,4.7,4.7,14.4,282,53,Moderate Drizzle,0.0
2021-12-26,2021,12,Winter,New York,NY,US,40.71,-74.01,6.5,9.0,3.4,2.2,73.5,92,55,0.2,0.2,23.5,317,51,Light Drizzle,0.0
2021-12-27,2021,12,Winter,New York,NY,US,40.71,-74.01,1.3,2.9,-1.2,-2.5,80.0,93,67,1.7,0.9,13.7,6,73,Moderate Snow,0.0
2021-12-28,2021,12,Winter,New York,NY,US,40.71,-74.01,5.3,8.6,2.9,2.5,80.0,96,64,0.4,0.4,13.0,268,51,Light Drizzle,0.0
2021-12-29,2021,12,Winter,New York,NY,US,40.71,-74.01,5.6,8.0,4.5,3.1,89.5,97,82,10.6,10.6,12.4,43,63,Moderate Rain,0.05
2021-12-30,2021,12,Winter,New York,NY,US,40.71,-74.01,6.6,8.8,5.2,4.7,93.0,99,87,3.1,3.1,11.2,19,53,Moderate Drizzle,0.0
2021-12-31,2021,12,Winter,New York,NY,US,40.71,-74.01,8.8,11.4,6.9,7.1,92.5,100,85,1.2,1.2,15.1,192,53,Moderate Drizzle,0.0
2022-01-01,2022,1,Winter,New York,NY,US,40.71,-74.01,9.7,11.8,7.7,8.6,99.0,100,98,17.4,17.4,12.9,168,63,Moderate Rain,0.05
2022-01-02,2022,1,Winter,New York,NY,US,40.71,-74.01,9.7,13.9,2.9,7.1,79.5,100,59,17.9,17.9,26.6,315,65,Heavy Rain,0.05
2022-01-03,2022,1,Winter,New York,NY,US,40.71,-74.01,-1.1,2.3,-4.1,-7.4,49.5,59,40,1.9,0.0,30.9,359,73,Moderate Snow,0.0147
2022-01-04,2022,1,Winter,New York,NY,US,40.71,-74.01,-3.0,0.9,-6.4,-8.1,57.0,78,36,0.0,0.0,21.4,292,3,Overcast,0.04
2022-01-05,2022,1,Winter,New York,NY,US,40.71,-74.01,2.2,7.2,-1.9,-1.9,83.5,94,73,0.3,0.3,23.0,217,51,Light Drizzle,0.0
2022-01-06,2022,1,Winter,New York,NY,US,40.71,-74.01,2.0,4.4,0.1,-2.6,65.5,94,37,0.0,0.0,19.8,268,3,Overcast,0.0
2022-01-07,2022,1,Winter,New York,NY,US,40.71,-74.01,-1.6,-0.1,-5.5,-7.3,74.0,89,59,9.0,0.0,25.5,314,75,Heavy Snow,0.0213
2022-01-08,2022,1,Winter,New York,NY,US,40.71,-74.01,-5.7,-2.4,-8.7,-10.8,66.0,84,48,0.0,0.0,20.8,276,1,Mainly Clear,0.076
2022-01-09,2022,1,Winter,New York,NY,US,40.71,-74.01,0.5,4.2,-4.8,-4.3,86.5,96,77,5.0,5.0,24.0,221,53,Moderate Drizzle,0.0
2022-01-10,2022,1,Winter,New York,NY,US,40.71,-74.01,-1.3,4.3,-3.8,-7.4,62.0,89,35,0.0,0.0,26.3,295,3,Overcast,0.0173
2022-01-11,2022,1,Winter,New York,NY,US,40.71,-74.01,-6.9,-4.0,-8.5,-13.2,39.5,49,30,0.0,0.0,28.0,317,2,Partly Cloudy,0.092
2022-01-12,2022,1,Winter,New York,NY,US,40.71,-74.01,-1.9,4.9,-7.2,-7.3,58.5,79,38,0.0,0.0,22.0,214,3,Overcast,0.0253
2022-01-13,2022,1,Winter,New York,NY,US,40.71,-74.01,1.1,7.2,-3.1,-2.5,70.0,91,49,0.0,0.0,10.0,226,3,Overcast,0.0
2022-01-14,2022,1,Winter,New York,NY,US,40.71,-74.01,1.7,5.3,-4.3,-4.0,77.0,92,62,0.0,0.0,36.4,358,3,Overcast,0.0
2022-01-15,2022,1,Winter,New York,NY,US,40.71,-74.01,-7.9,-5.0,-10.9,-14.0,42.5,61,24,0.0,0.0,22.9,344,3,Overcast,0.1053
2022-01-16,2022,1,Winter,New York,NY,US,40.71,-74.01,-6.5,2.3,-13.0,-12.0,64.0,94,34,4.6,1.9,30.0,33,75,Heavy Snow,0.0867
2022-01-17,2022,1,Winter,New York,NY,US,40.71,-74.01,3.7,9.4,0.4,-2.5,78.0,95,61,35.8,35.6,54.0,188,71,Light Snow,0.1
2022-01-18,2022,1,Winter,New York,NY,US,40.71,-74.01,-0.8,2.3,-4.9,-7.1,60.5,80,41,0.0,0.0,31.4,294,3,Overcast,0.0107
2022-01-19,2022,1,Winter,New York,NY,US,40.71,-74.01,1.9,7.9,-4.2,-2.9,72.5,93,52,0.0,0.0,24.8,210,3,Overcast,0.0
2022-01-20,2022,1,Winter,New York,NY,US,40.71,-74.01,0.9,5.5,-5.2,-4.2,71.0,96,46,7.1,4.6,23.6,315,73,Moderate Snow,0.0
2022-01-21,2022,1,Winter,New York,NY,US,40.71,-74.01,-7.9,-5.0,-11.2,-14.5,46.5,57,36,0.0,0.0,23.3,3,3,Overcast,0.1053
2022-01-22,2022,1,Winter,New York,NY,US,40.71,-74.01,-6.7,-1.3,-11.9,-12.0,58.0,80,36,0.0,0.0,19.8,2,3,Overcast,0.0893
2022-01-23,2022,1,Winter,New York,NY,US,40.71,-74.01,-2.0,3.0,-5.9,-7.0,56.0,81,31,0.3,0.0,14.4,243,71,Light Snow,0.0267
2022-01-24,2022,1,Winter,New York,NY,US,40.71,-74.01,-1.2,0.5,-2.7,-5.1,71.5,86,57,0.2,0.0,15.1,278,71,Light Snow,0.016
2022-01-25,2022,1,Winter,New York,NY,US,40.71,-74.01,1.7,6.7,-3.6,-2.5,64.5,82,47,0.0,0.0,17.1,270,3,Overcast,0.0
2022-01-26,2022,1,Winter,New York,NY,US,40.71,-74.01,-5.1,-2.8,-7.6,-10.9,49.0,66,32,0.0,0.0,21.6,330,0,Clear Sky,0.068
2022-01-27,2022,1,Winter,New York,NY,US,40.71,-74.01,-5.1,0.1,-9.1,-9.9,55.5,74,37,0.0,0.0,18.7,177,3,Overcast,0.068
2022-01-28,2022,1,Winter,New York,NY,US,40.71,-74.01,-1.0,0.9,-2.8,-5.1,71.0,87,55,2.5,0.0,19.6,262,73,Moderate Snow,0.0133
2022-01-29,2022,1,Winter,New York,NY,US,40.71,-74.01,-8.3,-1.6,-12.5,-16.2,67.5,85,50,18.6,0.0,43.9,337,75,Heavy Snow,0.1107
2022-01-30,2022,1,Winter,New York,NY,US,40.71,-74.01,-10.2,-6.0,-13.5,-16.1,64.0,73,55,0.0,0.0,29.0,289,3,Overcast,0.136
