Station_ID,Station_Name,Street_Address,City,State,ZIP_Code,Country,Latitude,Longitude,Charger_Type,Power_kW,Level1_Chargers,Level2_Chargers,DC_Fast_Chargers,Total_Chargers,Operator,Connector_Types,Pricing_Info,Access_Hours,Open_Date,Station_Age_Years,Availability_Pct,Location_Type,Status
100704,Independent - San Francisco Outlet Center #2237,5332 Park Blvd,San Francisco,CA,24747,US,37.795454,-122.42956,Level 2,11.0,2,2,0,4,Independent,"J1772, CCS1",,24 hours,2020-07-07,6.0,62.3,Outlet Center,Open
100705,Blink - San Francisco Grocery Store #8577,6960 Oak Ave,San Francisco,CA,96132,US,37.654065,-122.419494,Level 2,3.7,0,4,0,4,Blink,"J1772, CCS1",$0.10/kWh,24/7,2017-01-24,9.4,62.4,Grocery Store,Open
100706,Tesla Supercharger - San Francisco Highway Rest Stop #7920,4094 Shopping Center Blvd,San Francisco,CA,17903,US,37.796268,-122.486169,DC Fast Charger,217.7,0,2,4,6,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),24 hours,2021-10-15,4.7,62.7,Highway Rest Stop,Open
100707,Tesla Supercharger - San Francisco Park & Ride #735,8822 Market St,San Francisco,CA,33549,US,37.726729,-122.437203,DC Fast Charger,266.0,0,4,4,8,Tesla Supercharger,"CCS2, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2024-01-31,2.4,97.6,Park & Ride,Open
100708,EVgo - San Francisco Highway Rest Stop #6245,2162 Park Blvd,San Francisco,CA,73590,US,37.830549,-122.447507,DC Fast Charger,93.5,0,2,12,14,EVgo,CCS1,Membership pricing,Mon-Fri: 6am-10pm,2024-04-14,2.2,67.7,Highway Rest Stop,Open
100709,Electrify America - San Francisco University #7430,7311 University Ave,San Francisco,CA,24428,US,37.770824,-122.418138,DC Fast Charger,162.7,0,0,1,1,Electrify America,CCS1,$0.15/kWh,Mon-Sun: 7am-11pm,2017-07-14,9.0,87.4,University,Open
100710,Blink - San Jose Grocery Store #3134,3476 Industrial Way,San Jose,CA,49664,US,37.317811,-121.775846,Level 2,7.2,0,10,0,10,Blink,J1772,$0.30/kWh,Mon-Fri: 6am-10pm,2017-02-05,9.4,93.3,Grocery Store,Open
100711,EVgo - San Jose Convention Center #2102,7766 Park Blvd,San Jose,CA,65440,US,37.355567,-121.955156,DC Fast Charger,102.0,0,0,4,4,EVgo,"CCS2, CHAdeMO",$0.25/kWh,24 hours daily,2023-08-03,2.9,94.3,Convention Center,Open
100712,ChargePoint - San Jose Convention Center #8341,7018 Tech Drive,San Jose,CA,35075,US,37.411133,-121.921196,Level 2,22.0,1,6,0,7,ChargePoint,"J1772, NACS",$0.20/kWh,Business hours,2018-12-10,7.6,52.9,Convention Center,Open
100713,SemaConnect - San Jose Community Center #3308,9141 Highway 1,San Jose,CA,38666,US,37.32744,-121.858029,Level 2,7.2,0,4,0,4,SemaConnect,"J1772, CCS1",Network pricing,Mon-Fri: 6am-10pm,2018-11-22,7.6,88.1,Community Center,Open
100714,Tesla Supercharger - San Jose Sports Arena #7461,234 Park Blvd,San Jose,CA,94916,US,37.341425,-121.825218,DC Fast Charger,223.8,0,2,6,8,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),6:00am-10:00pm daily,2021-05-18,5.1,90.4,Sports Arena,Open
100715,ChargePoint - San Jose Shopping Center #3843,4730 Park Blvd,San Jose,CA,98227,US,37.310864,-121.946454,Level 2,7.2,2,4,0,6,ChargePoint,J1772,$0.15/kWh,Mon-Fri: 6am-10pm,2019-12-23,6.5,92.5,Shopping Center,Open
100716,ChargePoint - San Jose Shopping Center #7938,8129 University Ave,San Jose,CA,13832,US,37.29586,-121.967197,Level 2,22.0,2,4,0,6,ChargePoint,"J1772, CCS1",$0.30/kWh,24 hours daily,2023-08-27,2.8,88.8,Shopping Center,Open
100717,ChargePoint - San Jose Transit Station #7866,3545 Business Park Rd,San Jose,CA,57845,US,37.304418,-121.910946,Level 2,11.0,0,4,0,4,ChargePoint,"J1772, NACS",$0.25/kWh,Business hours,2020-07-19,6.0,86.3,Transit Station,Open
100718,ChargePoint - San Jose University #6985,2014 Industrial Way,San Jose,CA,83877,US,37.389298,-121.831364,Level 2,7.2,0,1,0,1,ChargePoint,"J1772, NACS",$0.10/min,Daily: 6am-midnight,2017-04-16,9.2,77.8,University,Open
100719,ChargePoint - San Jose Mall #2065,3668 Commerce Dr,San Jose,CA,68135,US,37.335209,-121.877319,Level 2,11.0,0,4,0,4,ChargePoint,"J1772, CCS1",$0.30/kWh,Mon-Fri: 6am-10pm,2021-09-04,4.8,88.1,Mall,Open
100720,EVgo - San Jose Car Dealership #836,855 Oak Ave,San Jose,CA,99574,US,37.341462,-121.837334,DC Fast Charger,119.2,0,0,1,1,EVgo,NACS,$0.15/kWh,Business hours,2024-06-23,2.0,81.5,Car Dealership,Open
100721,Blink - San Jose Community Center #6600,9131 Broadway,San Jose,CA,64826,US,37.279582,-121.94562,Level 2,22.0,0,2,0,2,Blink,"J1772, NACS",$0.30/kWh,Mon-Fri: 6am-10pm,2022-02-22,4.4,62.5,Community Center,Open
100722,Volta - San Jose Shopping Center #8176,1253 Park Blvd,San Jose,CA,76051,US,37.355743,-121.951031,Level 2,7.2,0,8,0,8,Volta,J1772,$1.00/session,24 hours,2020-07-25,5.9,93.0,Shopping Center,Open
100723,ChargePoint - San Jose Convention Center #98,3228 Central Ave,San Jose,CA,77340,US,37.275114,-121.93734,Level 2,7.2,1,2,0,3,ChargePoint,J1772,$0.15/kWh,Mon-Fri: 6am-10pm,2022-04-05,4.2,84.7,Convention Center,Open
100724,Tesla Supercharger - San Jose Mall #1598,1760 Oak Ave,San Jose,CA,50808,US,37.258127,-121.92692,DC Fast Charger,299.8,0,2,2,4,Tesla Supercharger,NACS,$0.25-0.50/kWh (Tesla vehicles),Daily: 6am-midnight,2020-08-18,5.9,67.1,Mall,Open
100725,ChargePoint - San Jose Airport #2486,276 Market St,San Jose,CA,89941,US,37.263464,-121.924094,Level 2,7.2,0,6,0,6,ChargePoint,"J1772, CCS1",$0.30/kWh,6:00am-10:00pm daily,2022-01-05,4.5,91.5,Airport,Open
100726,EVgo - San Jose Library #4218,7221 Main St,San Jose,CA,53951,US,37.434176,-121.891602,DC Fast Charger,88.0,0,0,6,6,EVgo,CCS1,$0.30/kWh,24/7,2018-08-22,7.9,82.5,Library,Open
100727,Electrify America - San Jose Hotel #8104,1034 Industrial Way,San Jose,CA,91354,US,37.349741,-121.848516,DC Fast Charger,128.8,0,0,1,1,Electrify America,NACS,$0.25/kWh,Business hours,2020-05-26,6.1,73.7,Hotel,Open
100728,ChargePoint - San Jose University #7780,7119 Industrial Way,San Jose,CA,62818,US,37.307917,-121.875099,Level 2,7.2,1,4,0,5,ChargePoint,"J1772, CCS1",$0.15/kWh,24 hours,2019-01-02,7.5,84.2,University,Open
100729,Tesla Supercharger - San Jose Community Center #3020,9775 Park Blvd,San Jose,CA,49702,US,37.402171,-121.811391,DC Fast Charger,263.6,0,2,2,4,Tesla Supercharger,"CCS1, CHAdeMO, NACS",$0.25-0.50/kWh (Tesla vehicles),24 hours,2024-10-04,1.7,97.4,Community Center,Open
100730,ChargePoint - San Jose Highway Rest Stop #82,5547 Highway 1,San Jose,CA,30434,US,37.306738,-121.872586,Level 2,11.0,0,2,0,2,ChargePoint,J1772,$0.30/kWh,Daily: 6am-midnight,2018-09-08,7.8,70.2,Highway Rest Stop,Open
100731,ChargePoint - San Jose Community Center #621,1241 Park Blvd,San Jose,CA,28971,US,37.32721,-121.929806,Level 2,7.2,0,4,0,4,ChargePoint,"J1772, CCS1",$0.20/kWh,24 hours,2021-12-04,4.6,91.2,Community Center,Open
100732,ChargePoint - San Jose Community Center #9284,3767 Industrial Way,San Jose,CA,75971,US,37.343877,-121.870576,Level 2,3.7,0,2,0,2,ChargePoint,J1772,$0.30/kWh,Mon-Sun: 7am-11pm,2020-10-28,5.7,87.7,Community Center,Open
100733,Tesla Supercharger - San Jose Highway Rest Stop #5847,2475 Market St,San Jose,CA,93465,US,37.434969,-121.916466,DC Fast Charger,280.4,0,2,4,6,Tesla Supercharger,"CCS1, CHAdeMO, NACS",$0.25-0.50/kWh (Tesla vehicles),Business hours,2019-02-07,7.4,87.4,Highway Rest Stop,Open
100734,ChargePoint - San Jose Transit Station #2723,7558 Tech Drive,San Jose,CA,52658,US,37.31598,-121.894118,Level 2,22.0,2,6,0,8,ChargePoint,"J1772, CCS1",Membership pricing,Daily: 6am-midnight,2019-06-28,7.0,84.5,Transit Station,Open
100735,ChargePoint - San Jose Hospital #1476,8279 Central Ave,San Jose,CA,43422,US,37.368562,-121.934261,Level 2,11.0,1,2,0,3,ChargePoint,"J1772, NACS",$0.10/min,Mon-Sun: 7am-11pm,2019-12-04,6.6,90.4,Hospital,Open
100736,ChargePoint - San Jose Community Center #5364,2058 University Ave,San Jose,CA,40884,US,37.332133,-121.913532,Level 2,11.0,0,4,0,4,ChargePoint,"J1772, NACS",$0.25/kWh,Daily: 6am-midnight,2020-02-23,6.4,97.3,Community Center,Open
100737,Tesla Supercharger - San Jose Shopping Center #1205,5767 Airport Rd,San Jose,CA,61429,US,37.292312,-121.801564,DC Fast Charger,292.1,0,0,1,1,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Daily: 6am-midnight,2022-10-26,3.7,94.9,Shopping Center,Open
100738,ChargePoint - San Jose Park & Ride #1400,6767 Highway 1,San Jose,CA,39934,US,37.336349,-121.878702,Level 2,7.2,0,1,0,1,ChargePoint,"J1772, NACS",$0.20/kWh,24 hours daily,2020-02-11,6.4,81.7,Park & Ride,Open
100739,EVgo - San Jose Shopping Center #8216,6083 Oak Ave,San Jose,CA,22961,US,37.335347,-121.78661,DC Fast Charger,118.1,0,0,6,6,EVgo,"CCS1, CHAdeMO, NACS",$0.30/kWh,24/7,2018-10-05,7.7,94.0,Shopping Center,Open
100740,Osprey - San Jose Highway Rest Stop #8677,7387 Highway 1,San Jose,CA,99786,US,37.34183,-121.957452,DC Fast Charger,56.9,0,4,2,6,Osprey,NACS,$1.00/session,Daily: 6am-midnight,2024-06-05,2.1,64.6,Highway Rest Stop,Open
100741,Shell Recharge - San Jose Highway Rest Stop #6588,1242 Business Park Rd,San Jose,CA,39592,US,37.359152,-121.811148,Level 2,22.0,1,16,0,17,Shell Recharge,"J1772, CCS1",$0.40/kWh,Mon-Sun: 7am-11pm,2023-09-14,2.8,89.6,Highway Rest Stop,Open
100742,EVCS - San Jose Shopping Center #1537,7516 University Ave,San Jose,CA,76638,US,37.336566,-121.851508,Level 2,7.2,1,6,0,7,EVCS,J1772,Membership required,6:00am-10:00pm daily,2021-01-14,5.5,98.4,Shopping Center,Open
100743,Blink - San Jose Convention Center #442,4399 Shopping Center Blvd,San Jose,CA,49707,US,37.384185,-121.966207,Level 2,7.2,0,4,0,4,Blink,"J1772, CCS1",Membership pricing,24 hours,2021-08-26,4.8,83.9,Convention Center,Open
100744,Shell Recharge - San Jose Gas Station #5730,9414 University Ave,San Jose,CA,65294,US,37.35013,-121.888976,Level 2,11.0,0,6,0,6,Shell Recharge,"J1772, CCS1",$0.10/kWh,Mon-Sun: 7am-11pm,2021-03-24,5.3,73.7,Gas Station,Open
100745,EVCS - San Jose Workplace #8178,1255 Tech Drive,San Jose,CA,96322,US,37.429493,-122.007682,Level 2,7.2,1,6,0,7,EVCS,"J1772, NACS",Free,Daily: 6am-midnight,2019-10-04,6.7,85.5,Workplace,Open
100746,Electrify America - San Jose Parking Garage #5490,8756 Airport Rd,San Jose,CA,97113,US,37.450544,-121.877687,DC Fast Charger,127.3,0,0,12,12,Electrify America,"CCS1, NACS",$0.30/kWh,6:00am-10:00pm daily,2017-07-16,9.0,96.5,Parking Garage,Open
100747,ChargePoint - San Jose Parking Garage #3955,2540 Central Ave,San Jose,CA,87151,US,37.339933,-122.031493,Level 2,7.2,0,16,0,16,ChargePoint,J1772,$0.15/kWh,Daily: 6am-midnight,2024-01-23,2.4,58.0,Parking Garage,Open
100748,SemaConnect - San Jose Hospital #9621,4422 Business Park Rd,San Jose,CA,38043,US,37.231756,-121.948877,Level 2,11.0,0,6,0,6,SemaConnect,"J1772, NACS",$0.10/min DC; $0.03/min AC,Mon-Sun: 7am-11pm,2020-07-12,6.0,71.2,Hospital,Open
100749,Tesla Supercharger - San Jose Gas Station #8585,3522 Airport Rd,San Jose,CA,46724,US,37.286996,-121.814843,DC Fast Charger,240.7,0,2,6,8,Tesla Supercharger,"CCS1, CHAdeMO, NACS",$0.25-0.50/kWh (Tesla vehicles),Daily: 6am-midnight,2018-12-29,7.5,73.5,Gas Station,Open
100750,SemaConnect - San Jose Outlet Center #1676,6834 Airport Rd,San Jose,CA,97351,US,37.291952,-121.876848,Level 2,7.2,0,1,0,1,SemaConnect,"J1772, NACS",$0.10/min DC; $0.03/min AC,24 hours daily,2017-10-28,8.7,56.5,Outlet Center,Open
100751,Volta - San Jose Parking Garage #1451,4556 Airport Rd,San Jose,CA,14611,US,37.332264,-121.958597,Level 2,11.0,0,10,0,10,Volta,J1772,$0.20/kWh,24 hours,2024-10-04,1.7,94.8,Parking Garage,Open
100752,ChargePoint - San Jose Highway Rest Stop #4028,7506 Highway 1,San Jose,CA,70442,US,37.248392,-121.868967,Level 2,7.2,0,6,0,6,ChargePoint,"J1772, NACS",$0.20/kWh,24 hours,2020-08-25,5.9,95.3,Highway Rest Stop,Open
100753,Gridserve - San Jose Park & Ride #3959,2796 Market St,San Jose,CA,32773,US,37.340654,-121.943189,DC Fast Charger,117.1,0,2,2,4,Gridserve,"CCS1, CHAdeMO, NACS",,24/7,2017-12-24,8.5,92.7,Park & Ride,Open
100754,ChargePoint - San Jose Workplace #1742,6404 Main St,San Jose,CA,99059,US,37.368886,-121.915518,Level 2,22.0,0,6,0,6,ChargePoint,J1772,$0.25/kWh,Daily: 6am-midnight,2019-07-09,7.0,98.1,Workplace,Open
100755,EVgo - San Jose Community Center #8446,8359 Market St,San Jose,CA,70988,US,37.366646,-121.906353,DC Fast Charger,119.3,0,2,6,8,EVgo,NACS,$0.10/min,Mon-Fri: 6am-10pm,2020-08-22,5.9,65.4,Community Center,Open
100756,ChargePoint - San Jose Transit Station #6185,5436 University Ave,San Jose,CA,32548,US,37.354866,-121.930002,Level 2,11.0,0,10,0,10,ChargePoint,"J1772, CCS1",$0.25/kWh,6:00am-10:00pm daily,2022-11-30,3.6,70.9,Transit Station,Open
100757,ChargePoint - San Jose Outlet Center #9690,1815 Tech Drive,San Jose,CA,41064,US,37.38384,-121.910728,Level 2,7.2,2,6,0,8,ChargePoint,J1772,$0.15/kWh,Daily: 6am-midnight,2023-12-26,2.5,84.3,Outlet Center,Open
100758,SemaConnect - San Jose Convention Center #356,1163 University Ave,San Jose,CA,67047,US,37.351068,-121.903106,Level 2,3.7,0,1,0,1,SemaConnect,J1772,Membership required,Business hours,2021-11-16,4.6,69.8,Convention Center,Open
100759,Tesla Supercharger - San Jose Convention Center #1986,6313 Highway 1,San Jose,CA,35517,US,37.317557,-121.834334,DC Fast Charger,233.7,0,0,4,4,Tesla Supercharger,"CCS2, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2024-01-17,2.5,80.4,Convention Center,Open
100760,Shell Recharge - San Jose Grocery Store #5087,1061 Central Ave,San Jose,CA,75190,US,37.295309,-121.878638,Level 2,7.2,0,16,0,16,Shell Recharge,"J1772, NACS",,24 hours,2024-11-14,1.6,94.0,Grocery Store,Open
100761,Tesla Supercharger - San Jose Library #8381,1079 Park Blvd,San Jose,CA,87891,US,37.306912,-121.850739,DC Fast Charger,214.9,0,2,6,8,Tesla Supercharger,"CCS1, CHAdeMO, NACS",$0.25-0.50/kWh (Tesla vehicles),Business hours,2024-02-15,2.4,87.9,Library,Open
100762,Independent - San Jose Hotel #2974,4093 Airport Rd,San Jose,CA,47845,US,37.407994,-121.91262,Level 2,22.0,0,6,0,6,Independent,"J1772, NACS",,24/7,2020-04-10,6.2,63.8,Hotel,Open
100763,ChargePoint - San Jose Library #4702,2299 University Ave,San Jose,CA,69215,US,37.399786,-121.945443,Level 2,22.0,0,4,0,4,ChargePoint,J1772,$0.25/kWh,Daily: 6am-midnight,2020-12-16,5.5,65.5,Library,Open
100764,ChargePoint - San Jose Car Dealership #6856,1716 Commerce Dr,San Jose,CA,86892,US,37.282011,-121.888605,Level 2,7.2,0,6,0,6,ChargePoint,"J1772, CCS1",$0.30/kWh,Mon-Sun: 7am-11pm,2022-07-05,4.0,65.9,Car Dealership,Open
100765,Tesla Supercharger - San Jose Parking Garage #7615,991 Broadway,San Jose,CA,25163,US,37.349639,-121.866273,DC Fast Charger,221.2,0,0,10,10,Tesla Supercharger,"CCS1, CHAdeMO, NACS",$0.25-0.50/kWh (Tesla vehicles),Mon-Fri: 6am-10pm,2017-04-09,9.2,78.5,Parking Garage,Open
100766,ChargePoint - San Jose University #3204,8535 Park Blvd,San Jose,CA,38836,US,37.304267,-121.918265,Level 2,22.0,0,4,0,4,ChargePoint,"J1772, CCS1",$0.30/kWh,6:00am-10:00pm daily,2021-10-08,4.7,80.2,University,Open
100767,Electrify America - San Jose University #5377,3943 Oak Ave,San Jose,CA,77901,US,37.415312,-121.875836,DC Fast Charger,170.7,0,0,2,2,Electrify America,CCS1,Free with validation,6:00am-10:00pm daily,2023-07-26,2.9,76.1,University,Open
100768,Blink - San Jose Hotel #4237,1819 Oak Ave,San Jose,CA,76353,US,37.344644,-121.952384,Level 2,7.2,0,16,0,16,Blink,"J1772, NACS",$0.15/kWh,6:00am-10:00pm daily,2021-01-01,5.5,82.8,Hotel,Open
100769,EVgo - San Jose Hotel #5831,447 Main St,San Jose,CA,64292,US,37.243669,-121.980937,DC Fast Charger,100.7,0,0,6,6,EVgo,CCS1,$0.10/kWh,6:00am-10:00pm daily,2018-12-10,7.6,72.3,Hotel,Open
100770,Electrify America - San Jose Highway Rest Stop #2236,765 Highway 1,San Jose,CA,98929,US,37.283138,-121.918483,DC Fast Charger,159.7,0,0,2,2,Electrify America,"CCS2, CHAdeMO",Free,24/7,2019-02-19,7.4,61.9,Highway Rest Stop,Open
100771,Tesla Supercharger - San Jose Hospital #6698,6273 University Ave,San Jose,CA,99194,US,37.318618,-121.906926,DC Fast Charger,289.6,0,2,6,8,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),Business hours,2021-11-20,4.6,50.4,Hospital,Open
100772,Tesla Supercharger - San Jose Grocery Store #9725,3211 Airport Rd,San Jose,CA,48545,US,37.346571,-121.803368,DC Fast Charger,248.7,0,0,2,2,Tesla Supercharger,"CCS1, NACS",$0.25-0.50/kWh (Tesla vehicles),Business hours,2022-06-10,4.1,97.1,Grocery Store,Open
100773,EVgo - San Jose Workplace #5864,4083 Business Park Rd,San Jose,CA,80432,US,37.340443,-121.972044,DC Fast Charger,92.7,0,2,8,10,EVgo,"CCS1, CHAdeMO, NACS",$0.10/min,Mon-Fri: 6am-10pm,2021-06-13,5.1,87.6,Workplace,Open
100774,Tesla Supercharger - San Jose Car Dealership #166,658 Main St,San Jose,CA,39815,US,37.422753,-121.900124,DC Fast Charger,226.7,0,2,4,6,Tesla Supercharger,NACS,$0.25-0.50/kWh (Tesla vehicles),24 hours daily,2020-07-31,5.9,82.2,Car Dealership,Open
100775,EVgo - San Jose Mall #5755,9925 Industrial Way,San Jose,CA,43857,US,37.461196,-121.863143,DC Fast Charger,112.0,0,4,6,10,EVgo,CCS1,Free,24/7,2021-07-03,5.0,86.3,Mall,Open
100776,Independent - San Jose Supermarket #4969,1394 Market St,San Jose,CA,72191,US,37.318652,-121.929598,Level 2,7.2,0,4,0,4,Independent,"J1772, NACS",Network pricing,24 hours,2021-06-21,5.0,72.8,Supermarket,Open
100777,SemaConnect - San Jose Transit Station #5984,9043 Highway 1,San Jose,CA,73322,US,37.32864,-121.787309,Level 2,3.7,2,6,0,8,SemaConnect,"J1772, CCS1",Varies,24 hours daily,2021-03-13,5.3,89.4,Transit Station,Open
100778,Electrify America - San Jose Community Center #678,9196 Park Blvd,San Jose,CA,54379,US,37.296767,-121.881127,DC Fast Charger,126.2,0,0,4,4,Electrify America,NACS,$0.35/kWh,24/7,2018-06-20,8.0,90.2,Community Center,Open
100779,ChargePoint - San Jose Hospital #9563,4179 Central Ave,San Jose,CA,53551,US,37.339601,-121.846514,Level 2,3.7,0,10,0,10,ChargePoint,J1772,$0.10/kWh,6:00am-10:00pm daily,2022-01-13,4.5,85.8,Hospital,Open
100780,ChargePoint - San Jose Workplace #5994,1474 Business Park Rd,San Jose,CA,32297,US,37.444722,-121.88355,Level 2,7.2,1,10,0,11,ChargePoint,J1772,$0.20/kWh,Mon-Sun: 7am-11pm,2019-05-01,7.2,76.9,Workplace,Open
100781,Shell Recharge - San Jose Supermarket #2359,8671 Airport Rd,San Jose,CA,12542,US,37.276698,-121.945998,Level 2,7.2,0,6,0,6,Shell Recharge,"J1772, NACS",Free,24/7,2018-12-03,7.6,87.4,Supermarket,Open
100782,BP Pulse - San Jose Outlet Center #3410,3224 Highway 1,San Jose,CA,71497,US,37.302534,-121.831595,DC Fast Charger,57.8,0,0,2,2,BP Pulse,"CCS1, NACS",Network pricing,24 hours,2019-04-22,7.2,59.7,Outlet Center,Open
100783,Osprey - San Jose Convention Center #5822,307 Airport Rd,San Jose,CA,38445,US,37.236862,-121.885227,DC Fast Charger,56.7,0,0,4,4,Osprey,CCS1,$0.45/kWh,6:00am-10:00pm daily,2018-09-11,7.8,65.8,Convention Center,Open
100784,ChargePoint - San Jose Sports Arena #9613,4422 Airport Rd,San Jose,CA,96348,US,37.262495,-121.929387,Level 2,3.7,0,10,0,10,ChargePoint,"J1772, CCS1",$0.20/kWh,Business hours,2019-09-15,6.8,48.9,Sports Arena,Open
100785,Blink - San Jose Convention Center #3502,5938 Industrial Way,San Jose,CA,57375,US,37.363888,-121.817156,Level 2,7.2,1,2,0,3,Blink,"J1772, CCS1",$0.30/kWh,6:00am-10:00pm daily,2020-07-15,6.0,88.9,Convention Center,Open
100786,ChargePoint - San Jose Library #1894,6946 Park Blvd,San Jose,CA,83444,US,37.320916,-121.920397,Level 2,22.0,0,4,0,4,ChargePoint,"J1772, NACS",$0.25/kWh,24/7,2018-07-11,8.0,64.5,Library,Open
100787,Tesla Supercharger - San Jose Shopping Center #4268,388 University Ave,San Jose,CA,40089,US,37.308331,-121.893831,DC Fast Charger,226.4,0,0,2,2,Tesla Supercharger,"CCS1, NACS",$0.25-0.50/kWh (Tesla vehicles),6:00am-10:00pm daily,2022-08-16,3.9,94.2,Shopping Center,Open
100788,ChargePoint - San Jose Gas Station #4732,7641 Shopping Center Blvd,San Jose,CA,47517,US,37.351533,-121.959456,Level 2,11.0,0,10,0,10,ChargePoint,"J1772, NACS",$0.10/kWh,Mon-Sun: 7am-11pm,2018-10-10,7.7,94.0,Gas Station,Open
100789,EVgo - San Jose Library #1565,5419 Central Ave,San Jose,CA,56072,US,37.356981,-121.797485,DC Fast Charger,103.8,0,0,2,2,EVgo,"CCS1, NACS",$0.30/kWh,Mon-Fri: 6am-10pm,2018-02-06,8.4,92.1,Library,Open
100790,ChargePoint - San Jose Convention Center #5741,1987 Highway 1,San Jose,CA,10310,US,37.289968,-121.947449,Level 2,3.7,0,2,0,2,ChargePoint,J1772,$0.25/kWh,24/7,2018-04-03,8.2,81.0,Convention Center,Open
100791,ChargePoint - San Jose Parking Garage #2081,5293 Highway 1,San Jose,CA,18432,US,37.358194,-121.885977,Level 2,7.2,0,2,0,2,ChargePoint,J1772,$0.20/kWh,Daily: 6am-midnight,2017-06-17,9.0,77.9,Parking Garage,Open
100792,Tesla Supercharger - San Jose University #9819,2105 Airport Rd,San Jose,CA,40565,US,37.271242,-121.874227,DC Fast Charger,212.3,0,0,10,10,Tesla Supercharger,CCS1,$0.25-0.50/kWh (Tesla vehicles),24/7,2024-05-31,2.1,82.8,University,Open
100793,EVgo - San Jose Gas Station #4174,7369 Central Ave,San Jose,CA,33609,US,37.307951,-121.84956,DC Fast Charger,85.1,0,2,4,6,EVgo,"CCS1, NACS",$0.20/kWh,Business hours,2020-12-09,5.6,71.4,Gas Station,Open
100794,Tesla Supercharger - San Jose Shopping Center #6571,4133 Tech Drive,San Jose,CA,16807,US,37.322834,-121.864524,DC Fast Charger,241.6,0,0,6,6,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),Business hours,2024-12-21,1.5,82.9,Shopping Center,Open
100795,ChargePoint - San Jose Gas Station #1714,4037 Business Park Rd,San Jose,CA,26015,US,37.349289,-121.841233,Level 2,11.0,1,16,0,17,ChargePoint,"J1772, CCS1",$0.10/kWh,Business hours,2020-09-06,5.8,78.4,Gas Station,Open
100796,Electrify America - San Jose Mall #1212,561 Tech Drive,San Jose,CA,97236,US,37.382002,-121.987704,DC Fast Charger,171.5,0,0,4,4,Electrify America,"CCS2, CHAdeMO",$0.10/kWh,24/7,2022-04-23,4.2,81.7,Mall,Open
100797,Volta - San Jose Airport #5508,4424 University Ave,San Jose,CA,71945,US,37.352554,-121.836202,Level 2,11.0,0,2,0,2,Volta,"J1772, CCS1",Network pricing,24 hours,2018-12-09,7.6,80.2,Airport,Open
100798,Tesla Supercharger - San Jose Shopping Center #573,5331 Market St,San Jose,CA,72797,US,37.461651,-121.88969,DC Fast Charger,239.8,0,2,6,8,Tesla Supercharger,"CCS1, NACS",$0.25-0.50/kWh (Tesla vehicles),6:00am-10:00pm daily,2020-09-23,5.8,92.7,Shopping Center,Open
100799,Blink - San Jose University #2722,7058 Business Park Rd,San Jose,CA,95837,US,37.415743,-122.013583,Level 2,7.2,0,6,0,6,Blink,"J1772, NACS",$0.15/kWh,24/7,2019-12-12,6.6,70.4,University,Open
100800,ChargePoint - San Jose Community Center #5761,5495 Broadway,San Jose,CA,13879,US,37.389766,-121.951761,Level 2,22.0,1,6,0,7,ChargePoint,J1772,$0.15/kWh,24 hours,2018-09-14,7.8,89.4,Community Center,Open
100801,Shell Recharge - San Jose Transit Station #3428,1962 Main St,San Jose,CA,85476,US,37.384868,-121.897689,Level 2,7.2,1,1,0,2,Shell Recharge,"J1772, CCS1",$0.10/min DC; $0.03/min AC,24 hours daily,2018-08-09,7.9,80.7,Transit Station,Open
100802,Electrify America - San Jose Mall #7837,8047 Park Blvd,San Jose,CA,17973,US,37.383877,-121.889134,DC Fast Charger,170.5,0,0,12,12,Electrify America,"CCS1, CHAdeMO, NACS",$0.20/kWh,Mon-Fri: 6am-10pm,2017-09-26,8.8,80.6,Mall,Open
100803,Blink - San Jose Grocery Store #704,1700 Industrial Way,San Jose,CA,31577,US,37.310319,-121.749851,Level 2,22.0,0,20,0,20,Blink,"J1772, NACS",$0.25/kWh,6:00am-10:00pm daily,2023-11-11,2.6,87.9,Grocery Store,Open
100804,Tesla Supercharger - San Jose Park & Ride #4250,9495 Tech Drive,San Jose,CA,82976,US,37.315281,-121.995154,DC Fast Charger,294.4,0,2,4,6,Tesla Supercharger,"CCS1, CHAdeMO",$0.25-0.50/kWh (Tesla vehicles),24 hours,2024-10-02,1.7,53.3,Park & Ride,Open
100805,Electrify America - San Jose Hospital #8283,7018 Business Park Rd,San Jose,CA,76459,US,37.321782,-121.901981,DC Fast Charger,170.8,0,0,6,6,Electrify America,"CCS1, NACS",$0.15/kWh,6:00am-10:00pm daily,2017-12-08,8.6,79.8,Hospital,Open
